1,0.538555952,0.310892185,1,0.628519841,0.532534226,0.307418687,1,0.608447421,0.419313095,0.310519906,2,0.61993254
2,0.550647917,0.331264255,1,0.668826389,0.416172024,0.313468211,2,0.609462302,0.427870685,0.324834248,2,0.648457837
3,0.554258929,0.351661859,1,0.680863095,0.539625595,0.331358997,1,0.632085317,0.547369345,0.334432225,1,0.657897817
4,0.549714583,0.379009937,1,0.665715278,0.550545833,0.341652759,1,0.668486111,0.435928571,0.348596874,2,0.67531746
5,0.56301369,0.384293485,1,0.710045635,0.433140774,0.341429343,2,0.666024802,0.896022917,0.378861295,0,0.653409722
6,0.564952604,0.40653401,1,0.716508681,0.549212798,0.351765356,1,0.664042659,0.896655655,0.397828007,0,0.655518849
7,0.899122024,0.426928642,0,0.663740079,0.554152679,0.375873247,1,0.680508929,0.894596726,0.411352874,0,0.648655754
8,0.907344643,0.469622725,0,0.69114881,0.897351488,0.394232531,0,0.657838294,0.898821726,0.433306461,0,0.662739087
9,0.911957143,0.484532481,0,0.70652381,0.904413095,0.418979717,0,0.681376984,0.903975595,0.481655635,0,0.679918651
10,0.911957143,0.494113366,0,0.70652381,0.902949702,0.442354893,0,0.676499008,0.905677679,0.495401048,0,0.685592262
11,0.911957143,0.534179789,0,0.70652381,0.905439807,0.472546564,0,0.684799355,0.912142262,0.499602894,0,0.707140873
12,0.911957143,0.547675603,0,0.70652381,0.906828571,0.487660743,0,0.689428571,0.913173214,0.50707877,0,0.710577381
13,0.914360714,0.540734568,0,0.714535714,0.910702604,0.503765367,0,0.702342014,0.915576488,0.560115826,0,0.718588294
14,0.916603869,0.598544547,0,0.722012897,0.913126414,0.510323388,0,0.710421379,0.916108036,0.602195539,0,0.720360119
15,0.913362723,0.640407863,0,0.711209077,0.91461756,0.556818281,0,0.715391865,0.917841964,0.58336821,0,0.726139881
16,0.918048512,0.682492569,0,0.726828373,0.912001414,0.629350251,0,0.706671379,0.913236905,0.636690932,0,0.710789683
17,0.918109821,0.721078162,0,0.727032738,0.913408929,0.62868901,0,0.711363095,0.914896726,0.644570653,0,0.716322421
18,0.919632738,0.802669533,0,0.732109127,0.909081548,0.630219126,0,0.696938492,0.913389583,0.69426178,0,0.711298611
19,0.921622917,0.767214912,0,0.738743056,0.912748437,0.64262815,0,0.709161458,0.914825,0.712584122,0,0.716083333
20,0.924101116,0.807454045,0,0.74700372,0.913294048,0.690568394,0,0.710980159,0.920135119,0.726183338,0,0.73378373
21,0.921027679,0.818741824,0,0.736758929,0.916601711,0.683096198,0,0.722005704,0.919969048,0.674271539,0,0.733230159
22,0.92330439,0.799196751,0,0.744347966,0.916601711,0.710949898,0,0.722005704,0.920602307,0.747905545,0,0.735341022
23,0.927313021,0.790592648,0,0.757710069,0.920125,0.732675449,0,0.73375,0.92618683,0.751393763,0,0.753956101
24,0.925096057,0.781850826,0,0.750320188,0.914869866,0.749452654,0,0.716232887,0.92191808,0.812532191,0,0.739726935
25,0.927490997,0.782958248,0,0.758303323,0.917851116,0.765695594,0,0.726170387,0.923781473,0.809255075,0,0.745938244
26,0.926447693,0.819744827,0,0.754825645,0.92139375,0.785040079,0,0.737979167,0.924088914,0.800128007,0,0.746963046
27,0.927985193,0.841295597,0,0.759950645,0.921746429,0.821614053,0,0.739154762,0.924744271,0.812534878,0,0.749147569
28,0.928631027,0.858147103,0,0.762103423,0.921757738,0.78565646,0,0.73919246,0.922147842,0.806914089,0,0.740492808
29,0.930077083,0.82531649,0,0.766923611,0.926034449,0.806243342,0,0.753448165,0.927473214,0.838454624,0,0.758244048
30,0.928763988,0.826229685,0,0.762546627,0.924566964,0.769767044,0,0.748556548,0.93306756,0.825744472,0,0.776891865
31,0.933710119,0.840780104,0,0.77903373,0.928217783,0.791305582,0,0.760725942,0.928562202,0.836566198,0,0.761874008
